temperature;humidity;wind_speed;wind_gust;daily_ra;monthly_ra;yearly_ra;uv_0_11;date
75.7;92.0;0.0;2.5;0.0;8.36;27.77;1;2018-07-31T12:15:00+00:00
74.3;96.0;0.9;0.0;0.0;8.36;27.77;0;2018-07-31T11:15:00+00:00
72.7;99.0;0.0;0.0;0.0;8.36;27.77;0;2018-07-31T09:45:00+00:00
72.0;99.0;0.0;0.0;0.0;8.36;27.77;0;2018-07-31T08:10:00+00:00
72.7;99.0;0.0;0.0;1.61;8.36;27.77;0;2018-07-31T01:50:00+00:00
75.6;97.0;0.0;0.0;1.61;8.36;27.77;0;2018-07-31T00:10:00+00:00
75.6;99.0;0.0;0.0;1.61;8.36;27.77;0;2018-07-30T23:45:00+00:00
77.9;96.0;0.0;0.0;1.61;8.36;27.77;2;2018-07-30T20:45:00+00:00
76.6;96.0;0.0;0.0;1.61;8.36;27.77;2;2018-07-30T20:15:00+00:00
75.9;99.0;0.0;0.0;1.43;8.19;27.59;3;2018-07-30T19:10:00+00:00
82.8;84.0;0.0;0.0;1.43;8.19;27.59;7;2018-07-30T18:15:00+00:00
85.1;74.0;0.0;0.0;1.43;8.19;27.59;10;2018-07-30T17:10:00+00:00
83.8;76.0;1.1;0.0;1.43;8.19;27.59;8;2018-07-30T16:45:00+00:00
81.7;79.0;0.0;0.0;1.43;8.19;27.59;10;2018-07-30T15:45:00+00:00
74.3;98.0;0.0;0.0;1.43;8.19;27.59;2;2018-07-30T12:45:00+00:00
72.5;99.0;0.0;0.0;0.85;7.58;26.99;0;2018-07-30T10:40:00+00:00
72.9;99.0;0.0;0.0;1.83;6.76;26.16;0;2018-07-30T00:45:00+00:00
88.7;64.0;0.4;2.5;0.0;4.93;24.33;6;2018-07-29T20:10:00+00:00
87.8;57.0;2.0;0.0;0.0;4.93;24.33;10;2018-07-29T17:45:00+00:00
84.0;69.0;1.3;2.5;0.0;4.93;24.33;5;2018-07-29T13:45:00+00:00
84.0;67.0;0.0;2.5;0.0;4.93;24.33;4;2018-07-29T13:10:00+00:00
76.1;88.0;0.9;0.0;0.0;4.93;24.33;1;2018-07-29T11:15:00+00:00
72.0;96.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-29T10:15:00+00:00
72.5;97.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-29T04:40:00+00:00
73.8;95.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-29T03:45:00+00:00
76.6;9.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-29T01:15:00+00:00
90.5;56.0;1.3;2.5;0.0;4.93;24.33;6;2018-07-28T18:15:00+00:00
89.2;61.0;0.0;0.0;0.0;4.93;24.33;11;2018-07-28T17:15:00+00:00
87.8;61.0;0.0;0.0;0.0;4.93;24.33;3;2018-07-28T16:15:00+00:00
84.4;7.0;1.8;2.5;0.0;4.93;24.33;5;2018-07-28T14:15:00+00:00
72.7;98.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-28T09:56:00+00:00
73.0;95.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-28T06:15:00+00:00
73.6;95.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-28T05:45:00+00:00
82.8;75.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-27T23:45:00+00:00
86.7;67.0;0.0;0.0;0.0;4.93;24.33;1;2018-07-27T22:45:00+00:00
87.6;67.0;0.0;0.0;0.0;4.93;24.33;2;2018-07-27T22:15:00+00:00
91.4;5.0;4.3;0.0;0.0;4.93;24.33;7;2018-07-27T20:10:00+00:00
93.6;48.0;2.0;2.5;0.0;4.93;24.33;11;2018-07-27T18:45:00+00:00
72.9;99.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-27T05:45:00+00:00
73.8;99.0;0.0;0.0;0.0;4.93;24.33;0;2018-07-27T04:45:00+00:00
80.6;79.0;0.0;0.0;0.01;4.93;24.33;1;2018-07-26T23:05:00+00:00
84.9;67.0;0.0;0.0;0.01;4.93;24.33;2;2018-07-26T22:15:00+00:00
92.3;49.0;1.8;2.5;0.01;4.93;24.33;10;2018-07-26T19:10:00+00:00
92.8;5.0;1.8;2.5;0.01;4.93;24.33;11;2018-07-26T18:45:00+00:00
70.7;99.0;0.0;0.0;0.01;4.93;24.33;0;2018-07-26T10:15:00+00:00
70.0;99.0;0.0;0.0;0.01;4.93;24.33;0;2018-07-26T09:15:00+00:00
70.7;99.0;0.0;0.0;0.0;4.91;24.32;0;2018-07-26T03:25:00+00:00
72.0;99.0;0.0;0.0;0.27;4.91;24.32;0;2018-07-26T01:20:00+00:00
73.0;99.0;0.0;0.0;0.27;4.91;24.32;1;2018-07-25T23:35:00+00:00
72.5;95.0;0.0;0.0;0.24;4.88;24.28;1;2018-07-25T19:55:00+00:00
75.7;85.0;1.3;0.0;0.24;4.88;24.28;6;2018-07-25T19:15:00+00:00
82.4;79.0;0.9;0.0;0.24;4.88;24.28;13;2018-07-25T17:45:00+00:00
79.5;86.0;3.6;7.4;0.24;4.88;24.28;3;2018-07-25T16:45:00+00:00
76.6;95.0;0.0;0.0;0.24;4.88;24.27;2;2018-07-25T16:15:00+00:00
74.1;99.0;0.0;0.0;0.22;4.84;24.22;2;2018-07-25T15:15:00+00:00
80.4;81.0;0.0;0.0;0.0;4.64;24.05;2;2018-07-25T12:45:00+00:00
74.7;99.0;0.0;0.0;0.0;4.64;24.05;0;2018-07-25T06:15:00+00:00
75.9;91.0;0.9;0.0;0.0;4.64;24.05;0;2018-07-25T04:15:00+00:00
76.6;89.0;0.4;2.5;0.01;4.64;24.05;0;2018-07-25T02:10:00+00:00
78.1;86.0;2.5;2.5;0.01;4.64;24.05;0;2018-07-25T01:15:00+00:00
79.2;85.0;0.0;0.0;0.01;4.64;24.05;1;2018-07-24T23:15:00+00:00
84.6;67.0;3.4;0.0;0.01;4.64;24.05;7;2018-07-24T20:15:00+00:00
86.2;63.0;2.0;0.0;0.01;4.64;24.05;7;2018-07-24T19:15:00+00:00
84.4;68.0;0.9;4.9;0.01;4.64;24.05;14;2018-07-24T17:45:00+00:00
80.1;78.0;0.2;2.5;0.01;4.64;24.05;4;2018-07-24T15:10:00+00:00
74.7;92.0;3.6;2.5;0.01;4.64;24.05;1;2018-07-24T12:15:00+00:00
74.3;94.0;0.0;0.0;0.41;4.63;24.04;0;2018-07-24T02:45:00+00:00
73.6;99.0;0.0;0.0;0.41;4.63;24.04;0;2018-07-24T00:40:00+00:00
74.1;99.0;0.0;0.0;0.41;4.63;24.04;1;2018-07-23T23:35:00+00:00
77.5;94.0;0.0;0.0;0.4;4.62;24.02;3;2018-07-23T19:15:00+00:00
77.7;94.0;0.0;0.0;0.4;4.37;23.78;5;2018-07-23T18:45:00+00:00
82.8;78.0;0.0;0.0;0.15;4.37;23.78;3;2018-07-23T17:10:00+00:00
80.1;74.0;0.0;0.0;0.15;4.37;23.78;8;2018-07-23T14:45:00+00:00
79.7;77.0;1.8;2.5;0.15;4.37;23.78;4;2018-07-23T13:45:00+00:00
75.6;87.0;0.0;2.5;0.15;4.37;23.78;3;2018-07-23T13:15:00+00:00
70.2;99.0;0.0;0.0;0.14;4.35;23.74;0;2018-07-23T09:45:00+00:00
69.4;99.0;0.0;0.0;0.04;4.23;23.62;0;2018-07-23T07:15:00+00:00
68.9;99.0;0.0;0.0;0.0;4.22;23.62;0;2018-07-23T05:45:00+00:00
68.9;99.0;0.0;0.0;0.0;4.22;23.62;0;2018-07-23T05:15:00+00:00
69.1;99.0;0.0;0.0;0.0;4.22;23.62;0;2018-07-23T03:45:00+00:00
69.1;99.0;0.0;2.5;1.97;4.22;23.62;0;2018-07-23T02:45:00+00:00
70.0;99.0;0.2;0.0;1.96;4.03;23.36;0;2018-07-23T00:40:00+00:00
76.8;87.0;0.0;0.0;0.61;2.86;22.26;1;2018-07-22T23:15:00+00:00
81.0;82.0;0.0;0.0;0.61;2.86;22.26;2;2018-07-22T21:45:00+00:00
85.6;66.0;0.0;2.5;0.61;2.86;22.26;7;2018-07-22T20:15:00+00:00
88.2;59.0;0.0;0.0;0.61;2.86;22.26;10;2018-07-22T19:15:00+00:00
83.7;69.0;2.0;2.5;0.61;2.86;22.26;5;2018-07-22T17:15:00+00:00
79.0;82.0;0.0;0.0;0.61;2.86;22.26;5;2018-07-22T15:45:00+00:00
75.0;9.0;2.0;0.0;0.61;2.86;22.26;2;2018-07-22T14:45:00+00:00
73.9;92.0;0.2;0.0;0.61;2.86;22.26;3;2018-07-22T13:45:00+00:00
68.7;99.0;0.4;2.5;0.3;2.52;21.91;0;2018-07-22T08:15:00+00:00
69.1;99.0;0.0;2.5;0.22;2.44;21.84;0;2018-07-22T07:45:00+00:00
70.9;99.0;0.0;0.0;0.07;2.28;21.65;0;2018-07-22T03:40:00+00:00
77.2;82.0;0.0;0.0;0.0;2.2;21.6;1;2018-07-21T23:45:00+00:00
81.1;68.0;1.1;2.5;0.0;2.2;21.6;12;2018-07-21T16:15:00+00:00
72.3;85.0;3.6;4.9;0.0;2.2;21.6;1;2018-07-21T10:45:00+00:00
70.0;9.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-21T09:15:00+00:00
70.7;88.0;0.4;2.5;0.0;2.2;21.6;0;2018-07-21T08:45:00+00:00
71.2;87.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-21T07:45:00+00:00
74.7;78.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-21T04:45:00+00:00
75.2;79.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-21T03:45:00+00:00
77.0;72.0;1.1;4.9;0.0;2.2;21.6;0;2018-07-21T01:45:00+00:00
77.9;74.0;1.3;0.0;0.0;2.2;21.6;0;2018-07-21T00:45:00+00:00
86.7;51.0;0.9;4.9;0.0;2.2;21.6;7;2018-07-20T18:45:00+00:00
84.6;56.0;4.0;0.0;0.0;2.2;21.6;6;2018-07-20T15:40:00+00:00
83.3;55.0;3.4;2.5;0.0;2.2;21.6;5;2018-07-20T14:45:00+00:00
83.1;58.0;0.0;2.5;0.0;2.2;21.6;6;2018-07-20T14:15:00+00:00
82.8;54.0;2.9;4.9;0.0;2.2;21.6;5;2018-07-20T13:45:00+00:00
75.0;76.0;0.0;0.0;0.0;2.2;21.6;1;2018-07-20T11:15:00+00:00
69.1;79.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-20T03:15:00+00:00
70.5;75.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-20T01:40:00+00:00
81.9;54.0;3.6;0.0;0.0;2.2;21.6;2;2018-07-19T22:15:00+00:00
90.9;34.0;0.0;0.0;0.0;2.2;21.6;10;2018-07-19T19:10:00+00:00
89.6;34.0;0.0;7.4;0.0;2.2;21.6;12;2018-07-19T17:45:00+00:00
85.5;36.0;1.3;2.5;0.0;2.2;21.6;6;2018-07-19T14:15:00+00:00
82.9;44.0;2.0;0.0;0.0;2.2;21.6;3;2018-07-19T12:45:00+00:00
64.9;87.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-19T08:15:00+00:00
67.5;84.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-19T05:45:00+00:00
69.4;81.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-19T04:40:00+00:00
69.8;79.0;0.0;0.0;0.0;2.2;21.6;0;2018-07-19T04:10:00+00:00
72.5;81.0;0.0;0.0;0.01;2.2;21.6;0;2018-07-19T01:15:00+00:00
86.0;51.0;0.4;2.5;0.01;2.2;21.6;11;2018-07-18T18:15:00+00:00
80.2;58.0;1.1;2.5;0.01;2.2;21.6;2;2018-07-18T14:10:00+00:00
74.7;86.0;0.0;0.0;0.01;2.2;21.6;2;2018-07-18T12:40:00+00:00
73.6;99.0;0.0;0.0;0.0;2.19;21.59;0;2018-07-18T06:40:00+00:00
75.0;99.0;0.0;0.0;0.44;2.19;21.59;0;2018-07-18T00:45:00+00:00
82.0;98.0;0.0;0.0;0.38;2.13;21.53;3;2018-07-17T20:45:00+00:00
91.9;61.0;0.0;4.9;0.0;1.75;21.15;12;2018-07-17T16:40:00+00:00
78.4;86.0;0.9;0.0;0.0;1.75;21.15;1;2018-07-17T11:15:00+00:00
76.6;88.0;0.0;0.0;0.0;1.75;21.15;1;2018-07-17T10:45:00+00:00
74.3;92.0;0.0;0.0;0.0;1.75;21.15;0;2018-07-17T07:25:00+00:00
91.8;48.0;0.0;2.5;0.0;1.71;21.12;4;2018-07-16T20:45:00+00:00
91.9;51.0;4.3;4.9;0.0;1.71;21.12;4;2018-07-16T18:15:00+00:00
87.4;66.0;0.0;2.5;0.0;1.71;21.12;6;2018-07-16T14:45:00+00:00
85.6;65.0;1.3;0.0;0.0;1.71;21.12;4;2018-07-16T13:45:00+00:00
82.4;71.0;0.0;2.5;0.0;1.71;21.12;2;2018-07-16T12:35:00+00:00
77.4;76.0;0.0;2.5;0.0;1.71;21.12;0;2018-07-16T06:15:00+00:00
78.4;76.0;0.4;2.5;0.0;1.71;21.12;0;2018-07-16T04:45:00+00:00
81.0;7.0;1.8;2.5;0.0;1.71;21.12;0;2018-07-16T02:45:00+00:00
82.2;63.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-16T01:15:00+00:00
91.6;48.0;1.3;0.0;0.0;1.71;21.12;2;2018-07-15T21:10:00+00:00
93.9;44.0;2.5;4.9;0.0;1.71;21.12;9;2018-07-15T19:15:00+00:00
93.4;49.0;0.0;0.0;0.0;1.71;21.12;4;2018-07-15T18:45:00+00:00
78.1;75.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-15T11:15:00+00:00
72.7;81.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-15T10:45:00+00:00
77.9;64.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-14T23:10:00+00:00
81.1;59.0;0.0;0.0;0.0;1.71;21.12;2;2018-07-14T22:15:00+00:00
90.3;43.0;0.0;2.5;0.0;1.71;21.12;9;2018-07-14T19:15:00+00:00
87.1;43.0;0.0;0.0;0.0;1.71;21.12;10;2018-07-14T15:45:00+00:00
79.3;61.0;1.8;4.9;0.0;1.71;21.12;2;2018-07-14T12:15:00+00:00
67.5;95.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-14T09:40:00+00:00
67.3;95.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-14T08:15:00+00:00
71.8;87.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-14T04:15:00+00:00
72.5;86.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-14T03:45:00+00:00
75.7;78.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-14T00:15:00+00:00
77.4;76.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-13T23:15:00+00:00
85.3;61.0;0.0;0.0;0.0;1.71;21.12;2;2018-07-13T21:15:00+00:00
85.6;53.0;0.0;2.5;0.0;1.71;21.12;8;2018-07-13T19:40:00+00:00
88.7;46.0;0.9;2.5;0.0;1.71;21.12;5;2018-07-13T18:40:00+00:00
88.3;48.0;0.0;0.0;0.0;1.71;21.12;11;2018-07-13T18:15:00+00:00
83.1;61.0;3.6;2.5;0.0;1.71;21.12;5;2018-07-13T15:15:00+00:00
80.4;68.0;2.7;2.5;0.0;1.71;21.12;3;2018-07-13T13:45:00+00:00
71.1;91.0;0.0;2.5;0.0;1.71;21.12;1;2018-07-13T11:10:00+00:00
70.3;97.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T07:45:00+00:00
70.7;97.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T07:15:00+00:00
71.2;95.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T06:45:00+00:00
73.2;9.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T04:40:00+00:00
76.1;82.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T02:45:00+00:00
78.1;77.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T01:45:00+00:00
79.7;75.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-13T00:15:00+00:00
86.2;63.0;0.0;4.9;0.0;1.71;21.12;3;2018-07-12T21:45:00+00:00
85.3;66.0;0.2;4.9;0.0;1.71;21.12;5;2018-07-12T16:45:00+00:00
73.6;94.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-12T09:45:00+00:00
74.5;93.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-12T07:10:00+00:00
74.8;92.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-12T06:45:00+00:00
75.6;9.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-12T06:15:00+00:00
76.5;88.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-12T05:40:00+00:00
77.7;83.0;0.0;2.5;0.0;1.71;21.12;0;2018-07-12T04:45:00+00:00
83.1;69.0;0.0;2.5;0.0;1.71;21.12;0;2018-07-11T23:45:00+00:00
88.5;63.0;0.0;0.0;0.0;1.71;21.12;3;2018-07-11T21:45:00+00:00
93.4;48.0;0.0;0.0;0.0;1.71;21.12;9;2018-07-11T19:15:00+00:00
68.4;92.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-11T09:10:00+00:00
70.0;87.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-11T05:15:00+00:00
73.4;88.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-11T02:15:00+00:00
76.3;82.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-11T00:15:00+00:00
90.5;43.0;1.1;0.0;0.0;1.71;21.12;9;2018-07-10T19:10:00+00:00
91.8;44.0;0.9;0.0;0.0;1.71;21.12;11;2018-07-10T18:40:00+00:00
72.0;69.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-09T23:45:00+00:00
61.9;91.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-09T05:45:00+00:00
63.5;87.0;0.0;0.0;0.0;1.71;21.12;0;2018-07-09T04:15:00+00:00
73.2;7.0;0.0;0.0;0.0;1.71;21.12;1;2018-07-08T22:55:00+00:00
82.8;46.0;4.9;0.0;0.0;1.71;21.12;12;2018-07-08T17:45:00+00:00
93.9;52.0;0.9;2.5;0.01;0.37;19.77;12;2018-07-06T17:15:00+00:00
87.4;75.0;0.0;2.5;0.01;0.37;19.77;4;2018-07-06T13:15:00+00:00
72.3;99.0;0.0;0.0;0.01;0.37;19.77;0;2018-07-06T08:15:00+00:00
72.5;99.0;0.0;0.0;0.01;0.37;19.77;0;2018-07-06T06:40:00+00:00
75.0;99.0;0.0;0.0;0.07;0.35;19.76;0;2018-07-05T23:15:00+00:00
91.6;55.0;0.0;0.0;0.01;0.3;19.7;7;2018-07-05T20:15:00+00:00
86.0;71.0;0.0;0.0;0.01;0.3;19.7;4;2018-07-05T14:15:00+00:00
81.9;87.0;0.0;0.0;0.01;0.3;19.7;4;2018-07-05T13:15:00+00:00
72.1;99.0;0.0;0.0;0.0;0.28;19.69;0;2018-07-05T07:45:00+00:00
93.0;48.0;0.2;2.5;0.0;0.0;19.41;10;2018-07-04T19:15:00+00:00
91.4;58.0;0.4;2.5;0.0;0.0;19.41;4;2018-07-04T18:45:00+00:00
78.4;78.0;0.0;0.0;0.0;0.0;19.41;1;2018-07-04T10:45:00+00:00
73.0;95.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-04T09:45:00+00:00
73.6;93.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-04T08:15:00+00:00
75.2;88.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-04T05:40:00+00:00
94.1;51.0;1.1;2.5;0.0;0.0;19.41;8;2018-07-03T16:15:00+00:00
93.4;52.0;6.7;4.9;0.0;0.0;19.41;7;2018-07-03T15:10:00+00:00
91.4;62.0;2.0;4.9;0.0;0.0;19.41;4;2018-07-03T13:15:00+00:00
83.3;82.0;0.0;0.0;0.0;0.0;19.41;1;2018-07-03T11:15:00+00:00
75.4;98.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-03T08:45:00+00:00
75.7;96.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-03T08:15:00+00:00
76.6;96.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-03T06:15:00+00:00
80.8;87.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-03T03:15:00+00:00
81.1;86.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-03T02:45:00+00:00
95.7;53.0;2.0;2.5;0.0;0.0;19.41;8;2018-07-02T19:45:00+00:00
97.9;42.0;0.4;0.0;0.0;0.0;19.41;9;2018-07-02T18:45:00+00:00
89.2;67.0;0.0;2.5;0.0;0.0;19.41;2;2018-07-02T12:15:00+00:00
74.7;96.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-02T07:45:00+00:00
94.8;52.0;1.8;2.5;0.0;0.0;19.41;8;2018-07-01T19:45:00+00:00
96.1;46.0;4.0;2.5;0.0;0.0;19.41;11;2018-07-01T18:45:00+00:00
91.9;54.0;0.0;4.9;0.0;0.0;19.41;7;2018-07-01T14:15:00+00:00
88.5;63.0;0.0;0.0;0.0;0.0;19.41;3;2018-07-01T12:45:00+00:00
79.9;85.0;0.0;0.0;0.0;0.0;19.41;1;2018-07-01T10:45:00+00:00
75.2;95.0;0.0;0.0;0.0;0.0;19.41;0;2018-07-01T07:45:00+00:00
77.7;85.0;0.0;0.0;0.0;3.74;19.41;0;2018-07-01T02:45:00+00:00
81.1;78.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-30T23:45:00+00:00
84.0;71.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-30T22:40:00+00:00
91.6;61.0;0.0;0.0;0.0;3.74;19.41;7;2018-06-30T20:15:00+00:00
94.6;56.0;0.0;0.0;0.0;3.74;19.41;9;2018-06-30T19:15:00+00:00
94.1;49.0;3.6;2.5;0.0;3.74;19.41;5;2018-06-30T18:15:00+00:00
91.4;65.0;0.0;2.5;0.0;3.74;19.41;11;2018-06-30T17:45:00+00:00
92.7;55.0;0.0;2.5;0.0;3.74;19.41;11;2018-06-30T16:10:00+00:00
89.6;69.0;0.0;2.5;0.0;3.74;19.41;11;2018-06-30T15:45:00+00:00
87.4;68.0;0.2;4.9;0.0;3.74;19.41;3;2018-06-30T12:45:00+00:00
72.7;97.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-30T09:45:00+00:00
75.6;92.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-30T02:45:00+00:00
75.7;9.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-30T02:10:00+00:00
79.0;86.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-30T00:15:00+00:00
79.9;83.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-29T23:45:00+00:00
89.4;61.0;0.0;0.0;0.0;3.74;19.41;4;2018-06-29T20:45:00+00:00
89.1;68.0;0.0;2.5;0.0;3.74;19.41;5;2018-06-29T20:15:00+00:00
89.8;6.0;0.0;2.5;0.0;3.74;19.41;7;2018-06-29T18:40:00+00:00
89.2;61.0;1.3;0.0;0.0;3.74;19.41;7;2018-06-29T14:15:00+00:00
83.1;74.0;3.4;4.9;0.0;3.74;19.41;2;2018-06-29T12:15:00+00:00
76.5;84.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-29T10:45:00+00:00
70.9;98.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-29T09:45:00+00:00
75.2;97.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-29T03:15:00+00:00
75.2;95.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-29T02:10:00+00:00
76.3;94.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-29T01:10:00+00:00
76.6;93.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-29T00:45:00+00:00
80.4;84.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-28T22:40:00+00:00
84.0;73.0;0.0;0.0;0.0;3.74;19.41;3;2018-06-28T21:10:00+00:00
91.0;58.0;0.2;2.5;0.0;3.74;19.41;8;2018-06-28T18:45:00+00:00
89.6;61.0;0.0;0.0;0.0;3.74;19.41;5;2018-06-28T17:40:00+00:00
88.7;65.0;0.2;2.5;0.0;3.74;19.41;9;2018-06-28T15:15:00+00:00
83.5;68.0;0.0;2.5;0.0;3.74;19.41;4;2018-06-28T13:15:00+00:00
70.0;97.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-28T07:45:00+00:00
69.8;97.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-28T07:15:00+00:00
72.7;89.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-28T04:45:00+00:00
73.2;89.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-28T04:15:00+00:00
73.6;89.0;0.4;0.0;0.0;3.74;19.41;0;2018-06-28T03:15:00+00:00
76.6;94.0;0.0;0.0;0.0;3.74;19.41;1;2018-06-27T23:45:00+00:00
79.9;77.0;0.0;2.5;0.0;3.74;19.41;4;2018-06-27T15:15:00+00:00
72.5;93.0;0.2;0.0;0.0;3.74;19.41;2;2018-06-27T13:15:00+00:00
65.8;99.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-27T06:15:00+00:00
65.8;99.0;0.0;0.0;0.0;3.74;19.41;0;2018-06-27T03:40:00+00:00
65.8;99.0;0.0;0.0;2.57;3.74;19.41;0;2018-06-27T03:10:00+00:00
68.4;99.0;0.4;2.5;2.52;3.69;19.35;0;2018-06-27T01:15:00+00:00
69.4;99.0;0.0;0.0;2.5;3.67;19.32;0;2018-06-27T00:45:00+00:00
70.2;99.0;0.0;0.0;2.36;3.53;19.19;0;2018-06-26T23:15:00+00:00
71.4;98.0;2.7;0.0;0.04;1.18;16.83;1;2018-06-26T14:15:00+00:00
75.0;89.0;0.2;2.5;0.0;1.17;16.83;1;2018-06-26T11:40:00+00:00
72.0;93.0;0.0;0.0;0.0;1.17;16.83;0;2018-06-26T08:10:00+00:00
73.2;9.0;0.0;2.5;0.0;1.17;16.83;0;2018-06-26T04:45:00+00:00
80.8;71.0;0.0;0.0;0.0;1.16;16.82;2;2018-06-25T22:15:00+00:00
84.4;7.0;0.0;2.5;0.0;1.16;16.82;5;2018-06-25T18:15:00+00:00
87.1;66.0;1.1;2.5;0.0;1.16;16.82;13;2018-06-25T17:15:00+00:00
87.8;6.0;3.4;2.5;0.0;1.16;16.82;6;2018-06-25T15:45:00+00:00
87.3;55.0;2.9;2.5;0.0;1.16;16.82;8;2018-06-25T15:15:00+00:00
79.5;89.0;0.0;0.0;0.0;1.16;16.82;2;2018-06-25T13:15:00+00:00
72.3;99.0;0.0;0.0;0.0;1.16;16.82;0;2018-06-25T09:45:00+00:00
72.3;99.0;0.0;0.0;0.0;1.16;16.82;0;2018-06-25T06:45:00+00:00
73.4;99.0;0.0;0.0;0.11;1.16;16.82;0;2018-06-25T03:15:00+00:00
74.1;99.0;0.0;0.0;0.11;1.16;16.82;0;2018-06-25T02:10:00+00:00
96.1;43.0;2.7;4.9;0.0;1.05;16.71;9;2018-06-24T19:15:00+00:00
89.6;57.0;0.4;4.9;0.0;1.05;16.71;4;2018-06-24T13:15:00+00:00
78.6;72.0;2.0;2.5;0.0;1.05;16.71;1;2018-06-24T11:10:00+00:00
76.3;75.0;3.4;2.5;0.0;1.05;16.71;1;2018-06-24T10:40:00+00:00
76.8;71.0;0.0;0.0;0.0;1.05;16.71;0;2018-06-24T06:15:00+00:00
74.7;86.0;0.0;0.0;0.0;1.05;16.71;0;2018-06-24T04:15:00+00:00
78.4;75.0;0.0;0.0;0.0;1.05;16.71;0;2018-06-24T00:15:00+00:00
84.7;62.0;0.0;0.0;0.0;1.05;16.71;1;2018-06-23T22:40:00+00:00
90.3;52.0;0.2;4.9;0.0;1.05;16.71;6;2018-06-23T20:15:00+00:00
91.9;51.0;4.0;2.5;0.0;1.05;16.71;11;2018-06-23T18:40:00+00:00
